text,labels
ﻭﷲ ﻳﺎ ﺑﻨﺖ ﻛﺎﻥ ﺭﺟﻌﺖ ﻟﻠﺘﻤﺜﻴﻞ ﺧﻴﺮ ﻟﻚ ﻛﻨﺖ ﻣﺎ ﺍﺣﻼﻙ ﻭﺍﻧﺖ ﻣﻤﺜﻠﺔ ﺳﺘﺮ ﷲ ﺑﺎﻗﻲ ﻋﻠﻴﻚ ﻭﻛﺄﻧﻚ ﻣﻼﻙ ﻭﺗﻮﻯ ﺛﺮﺕ ﺗﻬﺒﻞ ﻫﺒﻞ ﻭﺣﺪﻩ ,neg
3lech ya binti t7ayer errajel fi 9abrou trassilouch y9oum yendeb fihom!!!!! ,neg
ﻋﺒﺪ ﺍﻟﺤﻠﻴﻢ ﻫﻬﻬﻬﻬﻬﻬﻬﺔﻟﻄﻒ ﻳﺎﺭﺑﻲ ,neg
ﺍﻟﻠﻴﻠﺔ ﻋﺮﻱ ,neg
ﻣﺎﺳﻄﻴﻦ ﺯﻭﺯ ﻛﻴﻔﻚ ,neg
Rabbi yfarrejjjjjj ,neg
ﻣﺎ ﻓﻴﻜﺶ ﺩﻭﺍ ﺯﺍﻳﺪ ,neg
ﺻﺒﺎﺡ ﺍﻟﺸﻌﻴﺮ ﻳﺎﻋﻠﻮﺷﻪ ,neg
ﺍﻟﺪﻳﻦ ﺍﻫﻢ ﻣﻦ ﺍﻟﺠﻤﺎﻝ ﻛﻴﻤﺎ ﺍﻳﻘﻮﻟﻮ ﺗﻜﺒﺮﻱ ﺍﻭ ﺗﺸﻴﺎﻧﻮ ﻫﻬﻬﻬﻬﻬﻪ ,neg
ya manel rabi 3taak le9boul ama mata3rech tetsaref fih ,neg
Mariit maitha7ek ,neg
ﺯﻣﻦ ﻣﻌﻜﻮﺱ ﺑﺎﻟﻤﻘﻠﻮﺏ ﻧﺎﺱ ﺗﻐﻨﻲ ﺃﺻﻮﺍﺗﻬﻢ ﺗﻜﺴﺮ ﺳﺘﻮﺩﻳﻮﺍﺕ ﻣﺪﻓﻮﻧﻴﻦ ﻣﻮﺍﻫﺐ ﻣﺮﺩﻭﻣﺔ ﻭﻧﺎﺱ ﺗﻐﻨﻲ ﺑﺎﻟﻔﻠﻮﺱ ﻻ ﺻﻮﺕ ﻭﻻ ﻧﺒﺮﺓ ﻻﺫﺍﺕ ﻻﺻﻴﻔﺎﺕ ﺩﻧﻴﺎ ﻣﺎﺗﻌﺮﻓﺶ ﺭﺍﺟﻠﻬﺎ. ﺧﺴﺎﺭﺓ ﻓﻴﻬﻢ ﺍﻟﻔﻦ ﺃﻣﺎ ﻟﻴﻤﺎﺭﺳﻮ ﻓﻴﻪ ﺇﺳﻤﻮ ﻋﻔﻦ ﻣﻮﺱ ﻓﻦ. ,neg
ﻋﻤﻠﻴﺎﺕ ﺍﻟﺘﺠﻤﻴﻞ ﺑﺎﻧﺖ ﻋﻠﻰ ﻭﺟﻬﻚ ,neg
ﺣﺎﺳﺒﺔ ﺭﻭﺣﻬﺎ ﺯﻳﻨﺔ ﻫﻬﻬﻪ ,neg
5eiiit wlhhh allah yosternaa ,neg
tnajem tkoun a7777777la  eb barcha mn haka ,neg
Masta ,neg
ﻳﺎ ﻣﻨﺎﻝ ﺑﺮﺣﻤﺔ ﺑﻮﻙ ﺍﻋﻄﻴﻨﻲ  ﺯﻭﺯ ﻣﻼﻳﻦ ﺧﻠﻴﻨﻲ ﻧﺤﺮﻕ ﺑﻴﻬﻢ ﻭ ﻧﻮﻋﺪﻙ ﻧﻔﺴﺦ ﺍﻟﺒﺎﺝ ﻣﺘﺎﻋﻚ ﺑﺎﻩ ﻣﻌﺎﺩﺵ ﻧﺸﻮﻓﻚ ,neg
Dinya  rabi mich lik ou 8ama il mot rahi ,neg
Ma5ybk ,neg
Manel 3adoula ,neg
ﻋﻬﻌﻌﻌﻌﻊ ,neg
Kamil 4ani 3am 7ebib haz marto letbib we3meli album samih ena far5a ,neg
ﻫﻬﻬﻬﻬﻬﻬﻬﻬﻪ ,neg
A3bad amnyka ,neg
Rab ka3ba la ,neg
hhhhh ch3arha t9oul souf na3ja ,neg
ﻳﺎﺳﺮ ﻣﻘﺤﻮﻟﻪ 😁 ,neg
el5amja ,neg
hhhhh 3lach hada kol ya manal ,neg
gheneya aadia w maasta ,neg
Mala 7ala 5it m5ibh ,neg
Doudou khir mnk ,neg
Malgiti mata3mli ta3mil fi 8naya haka ,neg
hhhhhh dirilina vidéo m3a doudou khir jhhhh ,neg
La8neya majet chey ,neg
Blhi ki tnahi lmikyaj twali hala ,neg
Hhh sa wla hwel ,neg
ﻣﻨﻴﻦ ﻧﺪﻭﺭ ﻓﻲ ﺍﻵﻛﺎﻱ ﻧﻠﻘﺎﻙ ﻗﺪﺍﻣﻲ!! ﺑﺮﻯ ﺃﺭﻗﺪ ,neg
ﻳﺎﺳﺮ ﻣﻠﺒﺰﺓ ,neg
ﺍﻇﻬﺮ ﻭ ﺑﺎﺍﻥ ﻋﻠﻴﻴﻚ ﺍﻻﻣﺎﺍﻥ 😂😂😂... ﺍﺧﻄﺎﻧﺎﺍ ﻋﺎﺍﺩ ﻫﺬﺍ ﻋﻤﺎﺍﺭﺓ 😂😂 ﺍﻣﺎ ﻣﻨﺎﻝ ﻭﻳﻨﻲ !!! ,neg
Mafhemtech 3leh lebssa haka yesser mgou3ra w clipe la 3ale9a kalimet 3al7iiit ,neg
ﺭﺍﻙ ﻋﻤﻠﺖ ﻟﻌﺎﺭ ,neg
ﺑﺮﺷﺎ ﺑﻮﺗﻮﻛﺲ ﻭ ﺳﻴﻠﻴﻜﻮﻥ ﻭ ﻣﺎﻛﻴﺎﺝ ﻳﺎ ﺗﻮﻧﺲ ﻓﻲ ﺍﻟﻘﻠﺐ ﺑﺮﺑﻲ ﺩﻭﺵ ﺑﺎﻫﻲ ﻭ ﺍﻋﻄﻲ ﷲﻣﻘﺎﻭﻝ ﻛﻮﻧﺠﻲ ﻭﺍﻋﻤﻞ ﺳﻠﻔﻲ ,neg
ﺗﻮﻧﺲ ﺍﻣﺜﺎﻟﻚ ﺭﺍﻫﻢ ﺣﻄﻮﻫﺎ ﻓﻠﻤﺰﺑﻠﺔ ﻣﺶ ﻓﻲ ﻗﻠﻘﻠﺐ ,neg
ﻟﻲ ﻛﻴﻔﻚ ﻭﺳﺨﻮﺍ ﺳﻤﻌﺔ ﺗﻮﻧﺲ ﻋﻴﺐ ﻋﻠﻢ ﺷﺮﻳﻒ ﺗﺤﻄﻲ ﻗﺪﺍﻣﻮ ﺻﻮﺭﺓ ﺑﻼ ﺣﻴﺎﺀ ,neg
ﻣﻦ ﺍﺗﻔﻪ ﻣﺎ ﺭﻳﺖ ,neg
ﻻ ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ ﺍﺑﺪﻋﺖ  ﺷﻨﻮﺍ ﻛﻠﻤﺎﺕ ﻭﺷﻨﻮﺍ ﻣﻌﺎﻧﻲ ﻭﺷﻨﻮﺍ ﺭﻗﻲ ﺣﺎﺟﺔ ﻫﺎﻳﻠﺔ ﻟﻠﺼﻐﻴﺮﺍﺕ ﺷﻜﻠﻲ ﺷﻜﻼ ﺣﺎﺟﺔ ﻛﻴﻒ ﺍﻟﺨﺮﺍﺀ ,neg
Mamestk ,neg
ﻣﺶ ﻳﺴﺮ ﻣﺴﻂ ,neg
"mta3 frou5 pffff bouhaliya mta3 wthni , ",neg
Ma5yeb mandhrek ,neg
ﻣﺎ ﻓﻬﻤﺖ ﺷﻲﺀ ,neg
chai ibaki mouch behya bsara7a karek samitha fekra ki tekra ,neg
ﺍﻟﻤﻌﻨﻰ ﺍﻟﺤﻘﻴﻘﻲ ﻟﻜﻠﻤﺔ\nﻏﻮﺭﻳﻼ ,neg
ﺑﺠﺎﻩ ﺭﺑﻲ ﺳﻜﺮﻭﻟﻬﺎ ﺍﻟﻜﻮﻧﺖ ﻣﺘﺎﻋﻬﺎ ﻫﺎ ﺍﻟﺰﺑﻠﺔ ,neg
N'importe quoi !!!!!! ,neg
ﺑﻔﻔﻒ ﺭﺍﻛﻲ ﺗﻌﻴﻔﻲ ﻭﷲ ﻣﻦ ﺍﻟﺠﺰﺍﺋﺮ ﻏﻴﺮ ﻣﺮﺣﺐ ﺑﻚ ﻳﺎ ﻋﺎﻫﺮﺓ ,neg
5ayba ,neg
ﺯﺡ ﻛﻨﺖ ﻣﺤﻼﻙ ﻋﻼﻩ ﻫﻜﺎ ﻣﻜﻴﺎﺟﻚ ﻭ ﺷﻌﺮﻙ؟؟؟؟ 😔😔 ,neg
Y'a 8erda ma5yabha ,neg
Mabslek ,neg
Yaz 3ad hhhhhh ,neg
Mala mander offfff ,neg
ﻋﺰﻭﺯ ,neg
ﻣﻜﻴﺎﺟﻚ ﻣﺶ ﺣﻠﻮ ,neg
brabi chnoua li naturel fi badnik ? ,neg
Mamsatha chbiha haka walet ,neg
Mchiti starti rouhk ken 5ir ma3ndek win tousli bih la3re welgre ,neg
Alech 3amla fi rouhk hakka ???? ,neg
Chbik zarra9t wejhik bil maquillage  ??!!! ,neg
3aza a3la rassek ma5yebek 😈😈😈😈🙈🙈🙈🙈🙈🙈🙈🙈🙈 ,neg
A3lech 3amel fi rou7ek hak 9abel kount a7le ,neg
Ye5i ltaw houni hedhi..chay y3ayef ,neg
Chayenne Conrad ,neg
Ma3jibnich toool farcha yogtel ,neg
ﻏﻔﺸﺔ ,neg
Zombie !!! ,neg
mamsteeeeeeeek o ma7lehoum enes eli orak ,neg
7al9a masta ,neg
ﻣﺎﺳﻄﺔ ﻻﺻﻄﺔ ﻛﻲ ﺍﻧﺖ ﻙ ﺍﻙ ﻃﺮﻃﻮﺭ ﻟﻲ ﻻﺻﻖ ﻙ ﺷﻮﻳﻨﻘﻮﻡ ,neg
ﻟﻮﻥ ﺷﻌﺮﻙ ﺑﺸﻊ ﻏﻴﺮﻳﻪ ,neg
ﺑﻠﺤﺮﺍﻡ ﻻﻧﻲ ﻣﺘﻔﺮﺝ ,neg
ﻛﻼﻙ ﺍﻟﺸﻴﺐ !!!!! ,neg
chouf 3ada haka star boudourou ,neg
Service ma3jibnich bilwjouh ,neg
ﻣﺎﺃﺳﻄﻚ ,neg
3arŕrrrrr ,neg
ﺷﻮﻑ ﻋﺎﺩ ﺍﻟﻬﺪﺭﺓ ﺍﻟﻜﺒﻴﺮﺓ . ﻛﺎﻥ ﺟﺎﺕ ﻃﺒﻴﺒﺔ ﺟﺮﺍﺣﺔ ﻭ ﺍﻻ ﻋﺎﻟﻤﺔ ﺫﺭﺓ ﻭ ﺍﻻ ﻣﺴﺘﻜﺸﻔﺔ ﻋﻠﻤﻴﺔ ﺭﺍﻫﻲ ﻣﻮﺵ ﻣﺸﻬﻮﺭﺓ ﻫﻜﺔ ,neg
ﻣﻤﺴﻄﻜﻢ ﻭﷲ ﻧﺎﺱ ﻳﻌﻠﻢ ﺑﻴﻬﺎ ﺭﺑﻲ ﻭﻧﺎﺱ ﺗﺎﻓﻬﺔ ﺑﺎﺗﻢ ﻣﻌﻨﻲ ﺍﻟﻜﻠﻤﺔ ﻳﻨﺎﺭﻱ ﻋﻠﻲ ﺗﻮﻧﺲ ,neg
ﺣﺴﻴﺘﻚ ﻛﻲ ﺍﻡ ﺍﻟﺒﻮﻳﺎ ﻓﻲ ﺍﻟﺘﺼﻮﻳﺮﺓ ﻫﺎﺫﻱ 🐍🐙 ﻳﺎﻋﺔ ﻣﺤﻼﻙ ﻓﻲ ﺍﻟﻌﺎﺩﺓ ,neg
ﻻﻉﻻﻗﺔ ﺑﺎﻟﻔﻦ ﻭﻻ ﺍﻟﺠﻤﺎﻝ ﺍﻟﻔﻦ ﻟﻄﻔﻲ ﺑﻮﺷﻨﺎﻕ ﻭﻱ ﺻﺎﺑﺮﺍﻟﺮﺑﺎﻋﻲ ﻭﻱ    ﺍﻟﺠﺰﺍﺋﺮ ,neg
ﻧﻘﺺ ﻣﻦ ﺍﻟﻘﺤﺐ ﻳﺎ ﻋﻤﺎﺭﻩ ,neg
ﺗﺎﻓﻬﺔ ﻭﷲ ﺗﺎﻓﻬﺔ ﻛﺎﻥ ﺗﺴﺨﺎﻝ ﺭﻭﺣﻚ ﺗﻌﻤﻞ ﻓﻲ ﺍﻟﻔﻦ ﺭﺍﻙ ﻏﺎﻟﻄﺔ ,neg
ﺗﻌﻴﻒ ,neg
ﻣﻤﺴﻄﻜﻢ ,neg
ﻣﻤﺴﺘﻚ ,neg
tawa 12.33 mazelou 3inik manfou5in b noum !!! ,neg
Ty bari ma5iybek ,neg
Tnajem tne7i lunette w casquette rahou mafemech chams rak fi west m7all..brabi yezi bla tguo3ir ,neg
ﻫﻬﻬﻬﻬﻪ ﻧﻬﺎﺭ ﻳﺘﻐﻄﻰ ﺷﻌﺮﻙ ﻳﺒﺎﻥ ﻋﻴﺒﻚ ﺗﻘﻮﻝ ﻣﻦ ﺍﻟﺰﻭﺍﺣﻒ ,neg
Gdekch tefha ,neg
ﺛﻌﻠﻮﺑﺔ ﺑﺄﻟﻮﺍﻥ ,neg
E7chem chwaya😡 ,neg
ﻳﺨﻲ ﻛﻮﻣﻴﻚ ﻫﺬﺍ ﻭﻥ ﻳﻌﺪﻭ ﻓﻴﻪ ؟؟ ,neg
dsl mais j'aime pas ,neg
masta lasta ,neg
Bari toubi 5ir lyoum wes3a 5odwa vi9a rabi mawejoud ,neg
ﺑﺮﺟﻮﻟﻴﺎﻣﻨﺎﻝ ﺍﻟﻮﻙ ﺍﻣﺘﺎﻋﻚ ﺍﺣﻠﻮ ﺍﻣﺎ ﺍﻟﻐﻨﻴﺎ ﻣﺴﻂ ﻣﺎﺳﻂ ,neg
Zéro ,neg
ﻣﻦ ﻭﻗﺘﺎﺵ ﺷﻜﻠﻲ ﺷﻜﻼ ﻧﻠﻌﺒﻮﻫﺎ ﺑﻠﻄﺮﻳﻘﺔ ﻫﺎﺫﻱ ﻛﻞ ﺷﻴﺊ ﻣﺼﺘﻮﻩ ,neg
Hhhhhhh chey ibaki a5ert el fan fi tunis ,neg
hhhhh ch3arha t9oul souf na3ja ,neg
ﻳﺎﺳﺮ ﻣﻘﺤﻮﻟﻪ 😁 ,neg
el5amja ,neg
gheneya aadia w maasta ,neg
Mala 7ala 5it m5ibh ,neg
Doudou khir mnk ,neg
hhhhhh dirilina vidéo m3a doudou khir jhhhh ,neg
La8neya majet chey ,neg
Blhi ki tnahi lmikyaj twali hala ,neg
Methla al7isan hhhhhh ,neg
ﻣﻨﻴﻦ ﻧﺪﻭﺭ ﻓﻲ ﺍﻵﻛﺎﻱ ﻧﻠﻘﺎﻙ ﻗﺪﺍﻣﻲ!! ﺑﺮﻯ ﺃﺭﻗﺪ ,neg
ﻳﺎﺳﺮ ﻣﻠﺒﺰﺓ ,neg
ﺭﺍﻙ ﻋﻤﻠﺖ ﻟﻌﺎﺭ ,neg
ﺑﺮﺷﺎ ﺑﻮﺗﻮﻛﺲ ﻭ ﺳﻴﻠﻴﻜﻮﻥ ﻭ ﻣﺎﻛﻴﺎﺝ ﻳﺎ ﺗﻮﻧﺲ ﻓﻲ ﺍﻟﻘﻠﺐ ﺑﺮﺑﻲ ﺩﻭﺵ ﺑﺎﻫﻲ ﻭ ﺍﻋﻄﻲ ﷲﻣﻘﺎﻭﻝ ﻛﻮﻧﺠﻲ ﻭﺍﻋﻤﻞ ﺳﻠﻔﻲ ,neg
ﺗﻮﻧﺲ ﺍﻣﺜﺎﻟﻚ ﺭﺍﻫﻢ ﺣﻄﻮﻫﺎ ﻓﻠﻤﺰﺑﻠﺔ ﻣﺶ ﻓﻲ ﻗﻠﻘﻠﺐ ,neg
ﻣﻦ ﺍﺗﻔﻪ ﻣﺎ ﺭﻳﺖ ,neg
ﻻ ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ ﺍﺑﺪﻋﺖ  ﺷﻨﻮﺍ ﻛﻠﻤﺎﺕ ﻭﺷﻨﻮﺍ ﻣﻌﺎﻧﻲ ﻭﺷﻨﻮﺍ ﺭﻗﻲ ﺣﺎﺟﺔ ﻫﺎﻳﻠﺔ ﻟﻠﺼﻐﻴﺮﺍﺕ ﺷﻜﻠﻲ ﺷﻜﻼ ﺣﺎﺟﺔ ﻛﻴﻒ ﺍﻟﺨﺮﺍﺀ ,neg
Mamestk ,neg
ﻣﺶ ﻳﺴﺮ ﻣﺴﻂ ,neg
"mta3 frou5 pffff bouhaliya mta3 wthni , ",neg
ﺣﻠﻮ ﻋﻠﺨﺮ ﺑﺮﺍﻓﻮﻭﻭﻭ ,neg
Ma5yeb mandhrek ,neg
Mamestk ,neg
ﻣﺎ ﻓﻬﻤﺖ ﺷﻲﺀ ,neg
ﺍﻟﻤﻌﻨﻰ ﺍﻟﺤﻘﻴﻘﻲ ﻟﻜﻠﻤﺔ\nﻏﻮﺭﻳﻼ ,neg
ﺑﺠﺎﻩ ﺭﺑﻲ ﺳﻜﺮﻭﻟﻬﺎ ﺍﻟﻜﻮﻧﺖ ﻣﺘﺎﻋﻬﺎ ﻫﺎ ﺍﻟﺰﺑﻠﺔ ,neg
ﻣﻴﺖ ﺷﺮ ,neg
ﺑﻔﻔﻒ ﺭﺍﻛﻲ ﺗﻌﻴﻔﻲ ﻭﷲ ﻣﻦ ﺍﻟﺠﺰﺍﺋﺮ ﻏﻴﺮ ﻣﺮﺣﺐ ﺑﻚ ﻳﺎ ﻋﺎﻫﺮﺓ ,neg
5ayba ,neg
ﺍﻟﻠﻄﻒ ﺗﺨﻮﻝ ,neg
ﺯﺡ ﻛﻨﺖ ﻣﺤﻼﻙ ﻋﻼﻩ ﻫﻜﺎ ﻣﻜﻴﺎﺟﻚ ﻭ ﺷﻌﺮﻙ؟؟؟؟ 😔😔 ,neg
Y'a 8erda ma5yabha ,neg
Mala mander offfff ,neg
comment_text,neg
نورمال نشري تيكي وما تتصبش؟,neg
غريبة ناس الادياسال حابس عندها وانتم يا تنششرو ف حكايات فارغة أو مسلسل القطوسة ..... ادمين  سايي كرهنا نت و الفيكس ران علاه المرج بربي أربعين مرة نكتبلك المشكل يا ريت هالجروب تكنيك يجينا غدوة n:75212035,neg
"بالله انا عامل مطلب في topnet في 6/12/2017 offre adsl كي  مشيت  تليكوم متاع الوردية (على خاطر انا نسكن في حى النور الكبارية) باش يركبولي الكابل ولو بعثوني للفرع متاع التركيب اللي  بحذا القمرق متاع الدخان .اللي في الفرع بعثوني للفرع اللي في  حي  ابن سينا بحذا قهوة كعبورة اللحصيلو قابلت مسؤل أسمو عزالدين قالي انا chef قالي بري ارجع للوردية كيف كبشت فيه قالي  مركبولكش علي يسرقو في الكوابل في الحى متاع كم  باهي قتلو كيفاش يخدمو les publinet والتلفونات fixe في حي النور سكت وقالي أذوكم بفلوسهم. .
اللحصيلو في الآخر قالي ارجع بعد رأس العام",neg
علاش ما تعملووش forfait internet 250 mo بدينار 😒😒,neg
ياتوانسة فيقول على وضعكم وقاطعو هالسراق يسرقون في الرصيد وزيد زايدين في الكوارت ب 200 معناها الكارت فيها خمسة آلاف تولي بخمسة آلاف وسبعمائة راكم ماشين في هاوية قاطعوهم الي عندو خط يقصو,neg
belehy Tunisie Télécom ena rba7t fi malla quizz 3andy barcha w ltaw la3tawouni l flous wa3tawni ma7dher mou3aina fih kol chay belehy jewbouny,neg
"عندي souvenir معا إتصالات تونس، تفكرني بخدماتكم الرديئة. خذيت puce من سبتمبر 2017 لليوم مازلت ماهيش active! عملت فيها 4 reclamations ومخدمتش!! ""reclamation enregistrée le 10/10/2017 12:55:40 sous la reference 1-50986827481"" ""reclamation enregistrée le 11/10/2017 09:34:59 sous la reference 1-50987159566.""",neg
Bellahi se3et nji neb3eth flous y9oli 'vous n êtes pas autorisé à utiliser ce service.' ?????,neg
ما فما شي يفرح في دنيا هاذي :'),neg
واو ملا انتم اصل اا حمزة سيب عليك الجماعة يفلموو,neg
"ادمين ادياسال ونت مقصوصة مفهمتش علاه امان شوفولنا سبب
نمرو 75212038  باسم اميرة مسعود 
يا ريت  تجاوبني",neg
بلاهي عبرونا ADsl مقصوص عندو قرابة اسبوع و انتم لا جوبتوني و لا عبرتوني,neg
Tunisie Télécom   3lech fassa5touli ma réclamation? wa3lech quand je fais une réclamation betelifoun matetsajalch?,neg
بلاهي انا جو ركبولي الخيط و شريت المودام هاو راكب مسيت Héxabite قالولي المشكلة م تيليكوم ماهمش مسيبيلك انترنات تو هاو قريب اسبوع و هاني نستاني,neg
نمرجهم شقاعد نعمل نمرجهم 😣😣😣,neg
عملت دوموند في smart adsl عندي اكثر من جمعة و لتوة نستنى لا حس لا خبر منكم,neg
"ليوم أكتشفت اللي تونيزي تلكوم أتعس اوبيراتور في تونس.
مشيت لأجونس الحبييب بورڨيبة اللي هي في الأصل من بين أكبر الفروع في تونس. دڨني ربي و مشيت عندي زوز أسألة
 أول ما دخلت نلقى عركة بين مواطن و مسؤول و المسؤول يعيط أكثر من المواطن. 
قعدت نستنى يجيش مرشد حرفاء على خاطر ما فما حد في الڨيشيات.
بعد ماجاءت مرشدة و بعد ما سهل رب و جاء الدور متاعي قتلها عندي زوز أسألة : جاوبتني بكل برود على السؤال الأول في أقل من عشرين ثانية بالعمل قتلها سامحني ما فهمتكش عاودلي ! 
عوجت فمها و جاوبتني بنفس الطريقة و مستغربة كيفاش مافهمتش العبقرية متاعها في ماكلت الكلام و قتلي ""شنوة السؤال الثاني !؟"".
ملخر مؤسسة تتعامل مع حرفاء متاعها بالطريقة هذيك كان جات في بلاد أخرى راهي سكرت من هاك العام و راهم المرشدين يبيعو في الرايب ولا في الحمص ، مع كامل إحتراماتي للخدم الكل. 
#تونيزي_تليكوم_أتعس_اوبيراتور",neg
servis zebla cnx temchi wt9os zok omekom lkol eli te5dmo fe tecom mat7aslo mena ken id3a nchala yti7 fi wledkom :),neg
Services telecom 00000000000000000000000000000,neg
belahi tunisie telecom service client fixe 9adech num mesbeh notlob   :(,neg
BELLEHI SMART ADSL MOUCH MAWJOUD FI HATA AGENCE MCH MA39OUL SI NN BCH NEMCHI NBADEL ORANGE WALA TUNISIANA,neg
سلام بلاهي Adsl عندي ميخدمش ؟,neg
"أبسط حاجة مرشد حرفاء نهارين و متحصلتش عليه
ياسر تاعبين",neg
"نفس المشكل مجاز الباب العرص في النهج اللي ورايا و النهج اللي قدامي و عندي شهرين 
جماعة التلكوم قالي ماعندي مانعملك مافماش كيفاش نوصلولك كابل للدار 
شي ينطق والله",neg
Bled lfa9er wel mizeriya,neg
بالله جاوبوني تلكوم شنوا الحل,neg
فوسانة....بلا بوتواات باش اندخلو adsl تو ثلاثة شهور نستنو في اتصالات الهانة و الغلبة....,neg
اتصالات الهانه و الغلبة.موش كان وفرتوا الاعمدة خير من روسيا هانا جايين.اش نعمل بيها روسيا.عندي شهر نستنا في جرد عمود باش ندخل الانترنيت في فوسانة القصرين و الوكالة متاع القصرين قالت ماعنديش اعمدة.😠😢😂😤😈 .راكم فددتونا.,neg
يالله عليكم رانا في رفراف مشاركين ونخلصو كي الناس اما الكونكسون conexion حموم وفي اخر الاسبوع ما تمشيش والعطل والصيف واحنا نخلصو كي الناس clé كي بيهم كي بلاش في اغلب المناطق واحنا خذيناهم على الودادية وننتظر انتهاء المدة سنتين وباتفاق سنلغي الاشتراكات ...وشكرا,neg
انا نستنى تو عندي 15 بوم باش يصلحو العطب في الشبكة ولا من رجع عليا راني فديت,neg
"عندي مشكلة في الخط لا تليفون لا انترنات 3 جمعات وانا نطلب فالنهار بالمرتين في 1298 ، ولتو لا تلفتولي , تونس 2018",neg
بلاهي جيبولنا البوتوات pour adsl للقصرين رانا نستنوا توا اكثر من شهرين.😫😫😫,neg
الانترنات ضعيفة حرام عليكم مثل السيارة تحمل طن واحد و انتم تحملوها عشة طن الفايدة في الجودة و ليس كسب المال السريع حرام عايكم,neg
Conx fisa3 toufa,neg
3andi taw 3 chour  w Ala akther 3malt demande  nestana bech trakbiu ligne téléphonique kol marra y9ouloili mizel ta nrakbou wala mathamech des potos  wala y9oulouli Aÿ 7aja brabu fasrouli kadech bech nestana,neg
نكرًًهی تليكوم,neg
علاش اتصالات تونس ماتوفرش poteau telephonique بالحق في القصرين. عندي أكثر من شهرين نستنى في الاديسال adsl,neg
بلاهي خذيت المودام وقلتولي مبعد 48 ساعة نسيبولك الانترنات توا عندي اكثر من جمعة وانا نستنا ومفماش انترنات بالاهي شوفوا حل,neg
نداء الي المسؤولين في telecom جربة : في حومة تزدايين 2 أعمدة مكسرين عندهم شهر كامل والكوابل طايحة في الطريق كما يظهر في الصور.التليفون والانترنات  قاصة علينا توا شهر كامل .كلمنا تونس، كلمنا ميدون اكثر من مرة ، قالك بعد ما نعملو enquete أتو نصلحو ... عملتو enquete عندكم اكثر من اسبوعين ، جاء مقاول صلح العمود اللي عالكياس (وجه السوق)  وما دخلش في الجواد.ايه وقتاش تحشمو على روحكم وتتحملو مسؤولياتكم وتحترموا المواطن والحرفاء مناعكم ولا فالحين كان في قصان ligne على اللي يعطل عليكم نهار واحد وميخللصش.,neg
كونكسيون قاصة على حومة كاملة و لحكاية عندها جمعتين بالنسبة لتاليفونات فيكس و adsl مقصوصين عندهم جمعتين و احنا نكلمو فيكم و لتوا لا تسوت الوضعية بالك نخلصو في التراب احنا حتا كاان جاا سرفيس يصلح و تسمعو لكليون والله شي ينطق جمعتبن تمنيو فينا و الفيكس و adsl مقصوصين موش حرااام هذا,neg
"بربي علاش شركة مثل اتصالات تونس لا توفر ""البوتوات poteau telephonique"" في ولاية القصرين. عندي أكثر من شهرين نستنى في الاديسال adsl",neg
اتعس شركة في تونس مشكلة في الفيكس توا 4 شهور  كذابييين,neg
وقتاش تتبدل الشركة هاذي وتجي في بلاصتها ناس تخاف ربي في العباد إلي تسرق فيهم نتحداك تجوابني😂😂😂ردها علي إن إستطعت😎,neg
بربي السرقة حلال و الا حرام,neg
الفلوس متاع الكريدي الي تعطاونا فيه كيفاش وقتاش يتبخر اللطف,neg
ربي يبقي فينا لعقل 😂😂,neg
الناس تقدم و انتم حاطين مارش اريار الصحة الكل، عندي 17 يوم نستنا باش ندخل خط قار!!!,neg
أكثرحاجة ديمة نلوج عليها ؟   الريزو أنترنات متاعكم إلي ديما ضايع,neg
شكون سرقلي فلوسي منكم,neg
ناس الكل تتشكى,neg
بالله عملت adsl و جاو اعوان تلكوم ركبو الخط وخالص واموري واضحة من 14 decembre   اما مفماش انترناة حتى توا المودام للتاكد هزيتو  للagence ياخي طلع لاباس parfait  المشكل طلع من ال خيط  الي  ركبوه تلكوم  ca va pas du tout ما عداش الكنكسيون للمدام علاش هكا شفولنا حل وانا خالص من النواحي الكل ومن نهار 14 decembre  والله شي يفدد,neg
ياخي شنيا الحكاية شبيها كونكسيون ولات هكة ؟؟؟و 25G متشدش جمعة ؟؟؟ برجولية كرهتونا فيها,neg
فكك من زرقا راهو أتعس مايكون في سوق شوف شريكة أخرى,neg
تلكوم ماجوبتنا على حتى سؤال,neg
أنتومة ياسر إستغلال حتى نكلموكم تقسوا علينا فلوس,neg
Brabi fasrouli hkaya chenouwa ma3neha wahed yadfa3 fatouret tf we adsl tmachoulou tf we 20 jour nestana fi adsl we lyoum tgoulouli dsl mafamech blassa adsl stani hata tafdha blassa yekhi hamem?nestana tayaba,neg
Service te3ibb,neg
هههههه جمهورية الموز  عباد تقدم واحنا 👎👎,neg
Brabi taw normal cherika kima tc tkhalis ligne we adsl yemachoulik ligne we adsl yekhesrou alik ba3ed 15 jours rahi zon eli enti fiha saturée estana hata tafdha blassa????????,neg
